baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits,nh3_mg_per_day,nh3_loading_mmol_per_day,joint_loading_mmol_per_day,condition_top_entry_index,response_top_entry_index
SB4934,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by slurred speech",Slurred speech,remaining_5256,b4ab212a756039d74a9f27de08d846915aa48407434f791306321d05ebcc251a,231,88,3,10,95,13,0.15339235712854338,0.17154287435445648,0.0181505172259131,0.0181505172259131,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,da0ae9d16cb55d7ee89725472f53f73d38b9bca8f276909157125aeb67fce586,0.285030798114812,0.22240798550586838,0.5703125,True,-7,764,0.0,0.0,0.11853769528344439,230,230
SB4968,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Speech disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,8,109,13,0.1795845592145957,0.20054230723484778,0.020957748020252076,0.020957748020252076,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,230,a9c75041e7d4f4c241eefc78f5f59abfcfb3933f5d1ae91097e9b216a425129d,0.3007409332004298,0.22613223561028029,0.640625,True,-3,254,0.0,0.0,0.11853769528344439,230,230
SB4969,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by speech impairment",Speech impairment NOS,remaining_5256,1be45946065d54c9b9d1ebca0d5586677e86df56434cdca25b1453d8bb95c8d8,231,88,4,12,96,16,0.15523938699575002,0.17371706706283407,0.018477680067084057,0.018477680067084057,AWAY_FROM_REFERENCE,0.05194805194805195,MINOR,1,230,735905d92518e56549e372aa9b5a321dec909e434e842c9d7d9350149d0417c5,0.28249306995112344,0.22102813408673594,0.5625,True,-8,841,0.0,0.0,0.11853769528344439,230,230
SB4970,dominant-hemisphere language-processing and speech-planning network,loss or absence of the named structural component or regulated function,Speech loss,remaining_5256,e93b2286d97ca741029f30e6c8ba1c511fa7ecc92dbc7ef5430e9b929cd5936d,231,97,5,5,97,10,0.19852064933694658,0.22152712706604016,0.02300647772909359,0.02300647772909359,AWAY_FROM_REFERENCE,0.021645021645021644,MINOR,1,230,c29a7c90154daa6b7a1316b8d6773b2848c3ea38e06f371c16a7666b378fddc4,0.29228762582649026,0.22782789734937836,0.5859375,True,0,524,0.0,0.0,0.11853769528344439,230,230
SB5058,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by stuttering",Stuttering,remaining_5256,a7dedde5a36ea592dc01f66191e2fa5106aeabb3024372934931dbbb19b9fbb2,231,92,3,9,98,12,0.16147381518143966,0.1814577543540964,0.01998393917265673,0.01998393917265673,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,c8cf400130af3be9da2ff7d1813c19c8de833989a92231f22d171c55a2ce5593,0.2912039013248068,0.22650628210342294,0.5859375,True,-6,567,0.0,0.0,0.11853769528344439,230,230
SB5705,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,Word finding difficulty,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,6,9,109,15,0.18877534489724834,0.2131771100497195,0.024401765152471167,0.024401765152471167,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,01ce9c1597db153f599d02f6d56d1bd934bc64f06f9e4d2e1d932f6592df2ff0,0.3047240325510826,0.23441955189156416,0.625,True,-3,182,0.0,0.0,0.11853769528344439,230,230
SB0379,dominant-hemisphere cortical language-processing structure,"loss or impairment of language comprehension, formulation, or symbolic communication",Aphasia,established_478,91c72d1a3c33607aaaec349e117f2fb50d4e713e1f19adf3de7d385216e006a0,3,0,0,1,1,1,0.19333569954598984,0.20728615225165425,0.013950452705664418,0.013950452705664418,AWAY_FROM_REFERENCE,0.3333333333333333,MODERATE,2,231,558d39a997f4f18ca28b9a77182e81e9bc6b123bdbf273e77b7ab9b94e2823b2,0.3057047393380301,0.2493350479732075,0.5625,True,-1,550,0.1,0.005871811312866548,0.12440950659631093,,
SB1656,dominant-hemisphere language-processing and speech-planning network,impaired motor execution of speech articulation despite preserved language formulation,Dysarthria,remaining_5256,3847ff830170f0564c8db45f8a61e5afa4ae8a3bab72cea8369bfb8f171356cd,231,104,6,9,107,15,0.16978720511102607,0.18523115491698428,0.015443949805958201,0.015443949805958201,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,3d5c62e99078a786dee22b705714a417033170e81e1a382a08f97991153ba14a,0.2962150269420514,0.2188978987098188,0.6484375,True,-3,951,0.1,0.005871811312866548,0.12440950659631093,,
SB1666,dominant-hemisphere language-processing and speech-planning network,impaired generation of written symbolic output,Dysgraphia,remaining_5256,99b61db23ef996e476217f9f6240b0c1646ed7902a78bf25c5261e8bc412c067,231,113,8,9,114,17,0.2181717192988044,0.23530684339539176,0.01713512409658735,0.01713512409658735,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,f2631d5270550b8aa414615cdfdf9c52521829f1f3e1a01652a0f6e9ced73ef7,0.31440161924751586,0.24107666981404374,0.6484375,True,-1,273,0.1,0.005871811312866548,0.12440950659631093,,
SB1669,dominant-hemisphere language-processing and speech-planning network,impaired mapping of written symbols to language representations,Dyslexia,remaining_5256,0fe9c2ee005b9b64f3853513f73929dede19c3011686bcede380c68bd7149d05,231,129,5,7,131,12,0.23362204630323458,0.24925661372303387,0.015634567419799295,0.015634567419799295,AWAY_FROM_REFERENCE,0.030303030303030304,MINOR,1,230,79c8d3b6fe412a824afc0456f4893be33fdfb7ed652c3feb33049beb4fa3d953,0.3077412220975234,0.23809905133844322,0.625,True,-2,487,0.1,0.005871811312866548,0.12440950659631093,,
SB1679,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by dysphasia",Dysphasia,remaining_5256,dee56dd4e0bae9bed9c3913831490c26b80969af98a40a4b7053d42f78975fcc,231,92,3,11,100,14,0.15805728467861213,0.1793488800583357,0.021291595379723582,0.021291595379723582,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,eff7ec5624b2d230ca061460d04246d6e84f5b194af81abdef755cf5348d57c8,0.3087059957127204,0.247850299649659,0.5859375,True,-8,445,0.1,0.005871811312866548,0.12440950659631093,230,230
SB1929,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Expressive language disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,9,110,14,0.1795845592145957,0.20192111788250744,0.022336558667911732,0.022336558667911732,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,22fa8baa886f677d78826739e63aea77d5eff42ea0592aafe215e3faa6ce1278,0.3190552024469124,0.2450368322523322,0.65625,True,-4,178,0.1,0.005871811312866548,0.12440950659631093,230,230
SB3035,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by lack of spontaneous speech",Lack of spontaneous speech,remaining_5256,3b255f4dd481299bd4aa1a4d7562cf76d128231c77a64824f47666545091a5d0,231,87,2,11,96,13,0.15024886482652056,0.16967181207892523,0.019422947252404676,0.019422947252404676,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,61e597c843d2166b8f5025a7166cb96cb7dbb999218e3c8fd3e46610e0ee6c61,0.3129657672251137,0.24618538685989477,0.6171875,True,-9,303,0.1,0.005871811312866548,0.12440950659631093,,
SB3473,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by mutism",Mutism,remaining_5256,a8077661e3016703cecb6158c638c48e5847d7686077f43f609018cb2e141226,231,88,2,11,97,13,0.15740077768265603,0.1774131073977122,0.020012329715056176,0.020012329715056176,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,62ddc9d23b7d2466964b292583e333410947f43a80af3935179dd1e7bb866ad7,0.3011441167623662,0.23862849605166614,0.5859375,True,-9,692,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4329,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by pressure of speech",Pressure of speech,remaining_5256,82d4aac500825f6f07a893e0fb1dd928a440a6da3d643428cffbc9be66939513,231,84,1,15,98,16,0.16147287749336448,0.18157696242737476,0.02010408493401028,0.02010408493401028,AWAY_FROM_REFERENCE,0.06493506493506493,MINOR,1,230,1b95ad997f7a65b4bc7ee3ba5ef5bdb2ae1e84504779f4ee9db5e4d59a73c5cc,0.301130907051784,0.24204226469729762,0.5703125,True,-14,693,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4609,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by repetitive speech",Repetitive speech,remaining_5256,06b2e513a2fb743d3515d025b4ec975e28b37364670086cc933ec819c5b77496,231,88,3,9,94,12,0.1505214271372033,0.1702677309127436,0.01974630377554032,0.01974630377554032,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,2657887bddfee979f1480fd33a4b50e8ead212008dbe4b534f3c254c5533ebb6,0.3040498942832589,0.24217212717470604,0.5859375,True,-6,591,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4932,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by slow speech",Slow speech,remaining_5256,aad4c751ff0d93b0b27412098dc86f17ed0f5d5669a858b6ab5c1462bac2f3c5,231,88,3,11,96,14,0.15348978879374264,0.172233832363626,0.01874404356988335,0.01874404356988335,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,06ba6b24b123c4770caef56e5d535deb08bca9362b5b8c0d7e338b8b011d4783,0.3009537785190141,0.2401113152670904,0.578125,True,-8,698,0.1,0.005871811312866548,0.12440950659631093,,
SB4934,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by slurred speech",Slurred speech,remaining_5256,b4ab212a756039d74a9f27de08d846915aa48407434f791306321d05ebcc251a,231,88,3,11,96,14,0.15339235712854338,0.17303279369204994,0.019640436563506558,0.019640436563506558,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,ae6b1a553e137776d6aac759135557a255c73adc50b0021c5bc39beb5731fdec,0.30422272274796913,0.24238289359508436,0.5859375,True,-8,582,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4968,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Speech disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,9,110,14,0.1795845592145957,0.20192111788250744,0.022336558667911732,0.022336558667911732,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,e527a7df02be8ac29b0ff565f51140583df680832d5daa35f3b57473f06c5652,0.3190552024469124,0.2450368322523322,0.65625,True,-4,179,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4969,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by speech impairment",Speech impairment NOS,remaining_5256,1be45946065d54c9b9d1ebca0d5586677e86df56434cdca25b1453d8bb95c8d8,231,88,4,12,96,16,0.15523938699575002,0.17514248458362258,0.019903097587872565,0.019903097587872565,AWAY_FROM_REFERENCE,0.05194805194805195,MINOR,1,230,8e1ffae1bef37aa5ed411688ec9233437ba76d3a6adcea6b7eab09f3101c9ce3,0.301498649724126,0.24077579234649515,0.578125,True,-8,689,0.1,0.005871811312866548,0.12440950659631093,230,230
SB4970,dominant-hemisphere language-processing and speech-planning network,loss or absence of the named structural component or regulated function,Speech loss,remaining_5256,e93b2286d97ca741029f30e6c8ba1c511fa7ecc92dbc7ef5430e9b929cd5936d,231,97,5,5,97,10,0.19852064933694658,0.22290415602496716,0.024383506688020584,0.024383506688020584,AWAY_FROM_REFERENCE,0.021645021645021644,MINOR,1,230,7214ab123fc60f313f60cde5498c4bc34ebd37bea789670c643e7dfc0b7af231,0.31043573793471835,0.24652986333502236,0.6015625,True,0,412,0.1,0.005871811312866548,0.12440950659631093,230,230
SB5058,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by stuttering",Stuttering,remaining_5256,a7dedde5a36ea592dc01f66191e2fa5106aeabb3024372934931dbbb19b9fbb2,231,92,3,10,99,13,0.16147381518143966,0.1829232034067828,0.021449388225343147,0.021449388225343147,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,724faa7f4fb1b89df0656885c082e3c2d3e2363ed3892840585263a13bd791be,0.3098234543025364,0.24578317597870292,0.6015625,True,-7,430,0.1,0.005871811312866548,0.12440950659631093,230,230
SB5705,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,Word finding difficulty,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,6,10,110,16,0.18877534489724834,0.21539568174805024,0.026620336850801896,0.026620336850801896,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,2071eef9053c762739f0dcea706fb7ba5c65f422306c20574b67803d0e681675,0.3250215204168245,0.25574270782539577,0.640625,True,-4,75,0.1,0.005871811312866548,0.12440950659631093,230,230
SB0379,dominant-hemisphere cortical language-processing structure,"loss or impairment of language comprehension, formulation, or symbolic communication",Aphasia,established_478,91c72d1a3c33607aaaec349e117f2fb50d4e713e1f19adf3de7d385216e006a0,3,0,0,1,1,1,0.19333569954598984,0.2081515998893808,0.014815900343390975,0.014815900343390975,AWAY_FROM_REFERENCE,0.3333333333333333,MODERATE,2,231,670d0ce80ffcb356f55443afc3dacf1f7b7a950029994d271c6759d1cdeb022b,0.3090366309902861,0.2533983304759587,0.5625,True,-1,607,0.25,0.01467952828216637,0.13321722356561078,,
SB1656,dominant-hemisphere language-processing and speech-planning network,impaired motor execution of speech articulation despite preserved language formulation,Dysarthria,remaining_5256,3847ff830170f0564c8db45f8a61e5afa4ae8a3bab72cea8369bfb8f171356cd,231,104,6,9,107,15,0.16978720511102607,0.18748343674926482,0.017696231638238746,0.017696231638238746,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,f19bffd6adeb6a50180d45a256f75c64d103f2793861ec40147cad061c2fd2fb,0.30207974267517923,0.22604999106729173,0.6484375,True,-3,907,0.25,0.01467952828216637,0.13321722356561078,,
SB1666,dominant-hemisphere language-processing and speech-planning network,impaired generation of written symbolic output,Dysgraphia,remaining_5256,99b61db23ef996e476217f9f6240b0c1646ed7902a78bf25c5261e8bc412c067,231,113,7,9,115,16,0.2181717192988044,0.23666068236296023,0.018488963064155817,0.018488963064155817,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,3501c6c4621e8da6c369282d93cc65d41edd88b1beae9671749f229b9e002e55,0.3204486658310208,0.24845111686709853,0.6484375,True,-2,261,0.25,0.01467952828216637,0.13321722356561078,,
SB1669,dominant-hemisphere language-processing and speech-planning network,impaired mapping of written symbols to language representations,Dyslexia,remaining_5256,0fe9c2ee005b9b64f3853513f73929dede19c3011686bcede380c68bd7149d05,231,129,5,8,132,13,0.23362204630323458,0.25052804354749036,0.016905997244255788,0.016905997244255788,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,230,6a6ab7a8ab1fac05219e20cde3b2175cce36cfe026bd370e47af6650a30aa26b,0.3129027973961406,0.2443936553611471,0.625,True,-3,472,0.25,0.01467952828216637,0.13321722356561078,,
SB1679,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by dysphasia",Dysphasia,remaining_5256,dee56dd4e0bae9bed9c3913831490c26b80969af98a40a4b7053d42f78975fcc,231,92,3,11,100,14,0.15805728467861213,0.181899564323317,0.023842279644704867,0.023842279644704867,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,0ce890cd8deab4ed4bd60487ee228891b201dba95a63d9c3b9c1caa5d276ce5d,0.3155327875208463,0.2561756555132272,0.5859375,True,-8,405,0.25,0.01467952828216637,0.13321722356561078,230,230
SB1929,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Expressive language disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,10,111,15,0.1795845592145957,0.2042914001292213,0.024706840914625605,0.024706840914625605,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,43643e465297c9ec4a89a99d4748deac987e06b1c4442310f55717d401b550e9,0.32506338257455164,0.25236388118847763,0.65625,True,-5,171,0.25,0.01467952828216637,0.13321722356561078,230,230
SB3035,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by lack of spontaneous speech",Lack of spontaneous speech,remaining_5256,3b255f4dd481299bd4aa1a4d7562cf76d128231c77a64824f47666545091a5d0,231,87,2,11,96,13,0.15024886482652056,0.17181231145277498,0.021563446626254423,0.021563446626254423,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,d97e66acdf672d6b4e1c96f35a9dfa8e61ee3ff4f45c8d530a3d183a70ff2666,0.318360705098401,0.2527645793882939,0.6171875,True,-9,291,0.25,0.01467952828216637,0.13321722356561078,230,230
SB3473,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by mutism",Mutism,remaining_5256,a8077661e3016703cecb6158c638c48e5847d7686077f43f609018cb2e141226,231,88,2,11,97,13,0.15740077768265603,0.17975919032235332,0.02235841263969729,0.02235841263969729,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,6bb7f07d5550239ea7f421a1f44deca5e83a8ec46f4d2c8a089804bcd27b8a99,0.307612537070724,0.24651681350088295,0.5859375,True,-9,740,0.25,0.01467952828216637,0.13321722356561078,230,230
SB4329,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by pressure of speech",Pressure of speech,remaining_5256,82d4aac500825f6f07a893e0fb1dd928a440a6da3d643428cffbc9be66939513,231,84,1,15,98,16,0.16147287749336448,0.18395665658362015,0.022483779090255673,0.022483779090255673,AWAY_FROM_REFERENCE,0.06493506493506493,MINOR,1,230,f97b39272f2f7255d048d57b6b48c0ce79d38293309766298c869ad92974c461,0.3079820233790017,0.2503972846085387,0.5703125,True,-14,725,0.25,0.01467952828216637,0.13321722356561078,230,230
SB4609,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by repetitive speech",Repetitive speech,remaining_5256,06b2e513a2fb743d3515d025b4ec975e28b37364670086cc933ec819c5b77496,231,88,3,10,95,13,0.1505214271372033,0.1724681361525101,0.02194670901530682,0.02194670901530682,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,f8a8ec08e79c7a784cf6c9b56a1d3231f50c294d65d54358a94c727bfb283c1c,0.30988091841886534,0.24928313221812848,0.5859375,True,-7,558,0.25,0.01467952828216637,0.13321722356561078,230,230
SB4932,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by slow speech",Slow speech,remaining_5256,aad4c751ff0d93b0b27412098dc86f17ed0f5d5669a858b6ab5c1462bac2f3c5,231,88,3,11,96,14,0.15348978879374264,0.1744216057643403,0.02093181697059765,0.02093181697059765,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,8cce8b80f3c958ff7ae17bb0b9f2ac7f9bde5a8cb4b44040f5c0c68ecfed6fe7,0.30721457074122893,0.247746427733206,0.578125,True,-8,748,0.25,0.01467952828216637,0.13321722356561078,,
SB4934,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by slurred speech",Slurred speech,remaining_5256,b4ab212a756039d74a9f27de08d846915aa48407434f791306321d05ebcc251a,231,88,3,11,96,14,0.15339235712854338,0.17548235973997928,0.0220900026114359,0.0220900026114359,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,d5019b399df270069b41957073f878692899be4524e7509e7056c2128826ebea,0.31103730903185145,0.25069336467298964,0.5859375,True,-8,529,0.25,0.01467952828216637,0.13321722356561078,230,230
