baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB3278,Medical device complication,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by medical device complication",remaining_5256,89e350564c3eafba5ff08c39c8c8e2a7afbcdeff36c1aa89cc7bc86aa6808196,1431,616,47,68,637,115,0.14325476392176872,0.16706704220224,0.023812278280471277,0.023812278280471277,AWAY_FROM_REFERENCE,0.047519217330538085,MINOR,1,223,,,3b4830921f6584e7aa27f64a8e87cf6a3869efe36d4e25086e22aad29e34a74d,0.3402368820074255,0.2742980268383238,0.640625,-21,True,27
SB4630,Respiratory sighs,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by respiratory sighs",remaining_5256,8e6d51432d19e871bf1c91753cd20b67ef1b509026ce7f5579173171c9df50a2,36,17,2,1,16,3,0.1896071251697311,0.19689422418331004,0.007287099013578935,0.007287099013578935,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,,,1c74137b7eb8170154313e53d8838722e765a71f5213084c99544301229508c7,0.34018604858427304,0.27252109583447937,0.6484375,1,True,28
SB2520,Herpes simplex,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes simplex",remaining_5256,eba194e9365ac813479658187dac4c46ad44350f133d33885a8244e67d8c6cbf,15,9,2,0,7,2,0.1870246240831105,0.19886126102642987,0.011836636943319379,0.011836636943319379,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,63456648f1ad95f6ad3fa155c8401cb11cf8b553a55e3939108b7ee2d39bd172,0.3399882430752675,0.2705649305795945,0.65625,2,True,29
SB5211,Thrombocytopenic purpura,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by thrombocytopenic purpura",remaining_5256,9bed5dc6940d1e7d86f7ccf72deb6adc68bad3e827f4804372bbd776e3e78085,15,2,0,2,4,2,0.13459597358286346,0.14874123193477828,0.014145258351914825,0.014145258351914825,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,230,,,efa83a4c8a082e6d66e28f891e3484463ad714375a7df4116ce211420685f29c,0.3395182562409871,0.26484695883047205,0.6796875,-2,True,30
SB2759,Implantation complication,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by implantation complication",remaining_5256,6f812313c806bcb3fa10a1fcf430e3498ca11da48cb15c05d429814a014dec0d,1431,612,50,66,628,116,0.14736324934889566,0.16887932554303364,0.02151607619413798,0.02151607619413798,AWAY_FROM_REFERENCE,0.04612159329140461,MINOR,1,223,,,db2ba45899995eb02d554f0c23fc24a35b9b8a360b2c95bca600a665a2b8e4c2,0.3393879056032416,0.26983281171127027,0.65625,-16,True,31
SB3924,Palpitations,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by palpitations",remaining_5256,6419b2129dd17c24383265a9ac7d6bbcbd37ee94508749ae08ede9238ad7bc69,21,6,1,0,5,1,0.14685799366248542,0.16239989732986027,0.015541903667374846,0.015541903667374846,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,de666a2669ce307ce91a4723ca1d98ad9a6aaf8eb969671eb923b832f78b5388,0.33921823737693463,0.27134083826455446,0.6484375,1,True,32
SB1653,Dysacusis,cochlear-mechanical and auditory-neural transduction structure,"altered configuration or regulated output of the named structure, expressed as the state described by dysacusis",remaining_5256,83dd7c8dc9096899e123a0b56efac5dc22bf84ba5ce042033ee3bda4b970f675,276,76,8,9,77,17,0.14584765483583428,0.15627819932811138,0.010430544492277094,0.010430544492277094,AWAY_FROM_REFERENCE,0.03260869565217391,MINOR,1,230,,,63a5cca80d5639e2d43f118e3e447b8162e93cf7e7d075d5ca01bee31caa0672,0.33887035826911105,0.26920165642574523,0.65625,-1,True,33
SB2246,Genital herpes,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by genital herpes",remaining_5256,d8808445eff6c18681c62fd0aa30ff148705d575fde5776b811629f597708ab4,15,9,1,0,8,1,0.19256631266702928,0.20340866873847419,0.010842356071444903,0.010842356071444903,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,600583645b2d3dae1bb7f2c0573d3db412b8f5c757ded44210def244b3204143,0.33863775948907654,0.2723478774257031,0.640625,1,True,34
SB5705,Word finding difficulty,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,6,14,114,20,0.18877534489724834,0.22384903407698598,0.03507368917973763,0.03507368917973763,AWAY_FROM_REFERENCE,0.06060606060606061,MINOR,1,230,230,230,7288f1245404d92fa8059d49e6a24cb2913e62bff0871415e47f8fba45dba510,0.33849832829062987,0.2687479613300364,0.65625,-8,True,35
SB1095,Cheyne-Stokes respiration,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by cheyne-stokes respiration",remaining_5256,60ca03511a056c5b3583aae5459bbf94fa837ce85fc88a044f52d07ec4b32c8f,36,17,1,1,17,2,0.1761175091395848,0.18418412384065141,0.008066614701066621,0.008066614701066621,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,,,0d85b57add439d861c03c903eaea61f411cc2632255435374d63229c65bd0162,0.3384071769694681,0.26692186215788793,0.6640625,0,True,36
SB1747,Electrocardiogram QRS complex prolonged,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,1,0,3,1,0.14776129614468225,0.1604921923102921,0.01273089616560985,0.01273089616560985,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,b2e92924cffaf3f672427e934ddaabab45ae82210cf7ddc01f256a3d7961ca50,0.3381761481515516,0.27349987579457513,0.6328125,1,True,37
SB1749,Electrocardiogram QT corrected interval prolonged,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,1,0,3,1,0.14776129614468225,0.1604921923102921,0.01273089616560985,0.01273089616560985,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,771d6225311dd21584957c17d49f1a3e44d0ca24f097ae46b2c1edba5d8dec21,0.3381761481515516,0.27349987579457513,0.6328125,1,True,38
SB1752,Electrocardiogram QT prolonged,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,1,0,3,1,0.14776129614468225,0.1604921923102921,0.01273089616560985,0.01273089616560985,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,7e811011921ac244b60bcbc70e2e5d458b603dfc6f0eaf2b0e41397c86e7f026,0.3381761481515516,0.27349987579457513,0.6328125,1,True,39
SB3950,Papanicolaou smear suspicious,cochlear-mechanical and auditory-neural transduction structure,"altered configuration or regulated output of the named structure, expressed as the state described by papanicolaou smear suspicious",remaining_5256,92ac72fa466cf1fae294dcc47b58fc6838b8e88314e9994acadca336b886027c,276,75,7,15,83,22,0.14338696113085614,0.15524885640237818,0.011861895271522038,0.011861895271522038,AWAY_FROM_REFERENCE,0.05434782608695652,MINOR,1,230,,,160afb24f862a2826ed119aec259e320169cd6b84ff9949f5d48cd9eb9083ab6,0.3381379821728063,0.27002345386927595,0.6484375,-8,True,40
SB1060,Cervical smear test positive,cochlear-mechanical and auditory-neural transduction structure,detectable presence of the measured target where the reference state is absent or lower,remaining_5256,e6c45b5a0416e1f3ba6cafdc593c8bc482d64336b345def4732788a15915b16d,276,84,13,7,78,20,0.14938380324949752,0.15972857672677387,0.010344773477276359,0.010344773477276359,AWAY_FROM_REFERENCE,0.025362318840579712,MINOR,1,230,,,cce07ebda1000c1d182f949eee64c8393d210baff1bd7d05fdd806476a1b17c3,0.3381243292762633,0.2665769259466626,0.6640625,6,True,41
SB4410,Psoriatic plaque,"cutaneous epidermal-dermal barrier, appendage, vascular, and immune structure","altered configuration or regulated output of the named structure, expressed as the state described by psoriatic plaque",remaining_5256,7678a85ff6b672922836e78fd32ba392683ef3c0d2cffe91dd2bfe0a63e04096,300,112,9,16,119,25,0.1686655265186494,0.17649962137732933,0.007834094858679919,0.007834094858679919,AWAY_FROM_REFERENCE,0.05333333333333334,MINOR,1,231,,,3c133bc7d1fe03c4fdc8d2eefa5deca327a4e5c523c5f84ff10e9f7a29e2708d,0.33804534641068884,0.26648060537888885,0.6640625,-7,True,42
SB1745,Electrocardiogram QRS complex,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by electrocardiogram qrs complex",remaining_5256,c0c1f09aa3311e2017c589a9b03ca52513f24b3b73c0736419563d4d6daaecbd,21,6,1,0,5,1,0.1384773224115069,0.15204832395074852,0.013571001539241623,0.013571001539241623,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,de566d1f2ac493cc67df70cc1ef2f6e8f8880b46de91995403151eb5dceb7710,0.33799448240332636,0.2715633931747883,0.640625,1,True,43
SB1300,Contraceptive device complication,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by contraceptive device complication",remaining_5256,8921e2f7a3ba0391da91e39e61dfaa1d6592c1de1d2c5d406d01cb214affb652,1431,642,51,66,657,117,0.15334628544319806,0.1775097764211374,0.02416349097793935,0.02416349097793935,AWAY_FROM_REFERENCE,0.04612159329140461,MINOR,1,223,,,f9e2302f27fe8ac7d019449e001ffe10e31a18104b309f55d87cff413e2208cd,0.33745913577982867,0.27262547046320573,0.6328125,-15,True,44
SB4181,Platelet aggregation inhibition,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by platelet aggregation inhibition",remaining_5256,fc22bda7491db1b571c58138a6c803801d36f7a415d0a2b39eec5b16c25b2442,15,6,3,0,3,3,0.14225992264270793,0.15494253964578608,0.012682617003078156,0.012682617003078156,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,47e8e8a688aaa9b845d4cec5de4977ccbf6a2ab660746834e4ac1086727f10e6,0.3371919921920147,0.2671548685268472,0.65625,3,True,45
SB1748,Electrocardiogram QT corrected interval,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by electrocardiogram qt corrected interval",remaining_5256,166f50d888bb6e4203959b9fd2594f5a061ce693eb24c5ea40b9bd4608ab231d,21,6,1,0,5,1,0.1368714827996631,0.15136199335954914,0.014490510559886038,0.014490510559886038,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,e728fe4abaf14a7ce8e6e016c767f5b85f94db52256b4517022177334724c59f,0.33699637693272005,0.2720611304057562,0.6328125,1,True,46
SB1707,Ear pruritus,cochlear-mechanical and auditory-neural transduction structure,aberrant cutaneous sensory signaling associated with local barrier/immune perturbation,remaining_5256,0a54686855766afe8283c177e0965860a1bd9b37668beeb895cc901d7409e3a4,276,75,12,11,74,23,0.1564068132670552,0.17184492902103832,0.015438115753983128,0.015438115753983128,AWAY_FROM_REFERENCE,0.03985507246376811,MINOR,1,230,,,1d5736ce85f071c6ea35ee47ac72569a746e39e5d4f495b5ffd4990cd0849097,0.33693921630113355,0.26513166622089457,0.6640625,1,True,47
SB1901,Esophageal erosions,"oesophageal mucosal, peristaltic, and sphincter-control structure","altered configuration or regulated output of the named structure, expressed as the state described by esophageal erosions",remaining_5256,33bb0f436a701a98d7541f82ce25c0670382daf5815eb9aad07aa79718ae9728,28,8,4,1,5,5,0.10884672151665953,0.12974569706220485,0.020898975545545317,0.020898975545545317,AWAY_FROM_REFERENCE,0.03571428571428571,MINOR,1,231,,,87bd17d4cd1e5cfb9b385deebd0f72da68ffc97976e0f14ae360f631c7e97a9d,0.3367778899691731,0.27522456093801606,0.6171875,3,True,48
SB2816,Infrequent bowel movements,"intestinal mucosal barrier, smooth-muscle motility, and luminal transport structure","altered configuration or regulated output of the named structure, expressed as the state described by infrequent bowel movements",remaining_5256,593f4e93f36acd0bafee03df24a11bfaed018cd6c3dec1a3569a57b677a0e8ac,276,93,5,12,100,17,0.11679542417405409,0.1368934415846823,0.02009801741062822,0.02009801741062822,AWAY_FROM_REFERENCE,0.043478260869565216,MINOR,1,231,,,0e624e7dec58dddd0d00902c6b7278436ff6f9605f30a51d331972b01cfb3019,0.3362092064519249,0.27110116640478654,0.6328125,-7,True,49
