baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB4770,Secondary syphilis,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by secondary syphilis",remaining_5256,70b9577a8bf7a3c0bb94dacd6305e51a07bf5ad1cf4232db2e3899d0b73094d2,15,9,1,0,8,1,0.17972714382242638,0.19142145666265753,0.011694312840231147,0.011694312840231147,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,e369bf71f1fa89511f4eb0c7f9a5410b96b9822ad1d0a187e7e43370a4ceed32,0.2003005456037351,0.10192901902894524,0.6484375,1,True,11
SB5705,Word finding difficulty,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,1,11,116,12,0.18877534489724834,0.20935943203392937,0.02058408713668103,0.02058408713668103,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,,,f3dc4f00798439526518acc47634f4e538b6484b581d5ae86e279df7b5015264,0.19722325931193202,0.106750925990161,0.609375,-10,True,12
SB1925,Exostosis,"bone formation, mineralized-matrix deposition, and skeletal-remodeling structure",localized excess bone formation producing a projecting mineralized outgrowth,remaining_5256,31d1c8dc71a98aaa6435ddf770c07b70064a0b29315339a155885027e5e93968,406,165,20,32,177,52,0.18120617331897715,0.1948854134333291,0.013679240114351954,0.013679240114351954,AWAY_FROM_REFERENCE,0.07881773399014778,MINOR,1,230,,,51ef9c4b037e27b029386a3e59ceb034aebf2f863b7ee41a3b631fa7f1e789aa,0.19718998987044148,0.0947057803298067,0.6640625,-12,True,13
SB5095,Superinfection,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by superinfection",remaining_5256,fb5c65719fabdb2814a8086d24ce71c6765ce6a1798de8942da9faa5021d9f9b,15,9,1,0,8,1,0.19033581532892618,0.20075956707697107,0.010423751748044885,0.010423751748044885,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,44d1bdc723641cecd3d8e0d04cf038b6f8d3e6637519948559219f351dd9ad33,0.19670554024715672,0.09925980517945943,0.640625,1,True,14
SB4599,Renal pain,renal glomerular-tubular filtration and fluid-balance structure,increased nociceptive signaling associated with local tissue or neural perturbation,remaining_5256,f23fdd8b53594cdca5aec7a8d8253525fdaf7b1716715b918905895da9430259,91,39,6,2,35,8,0.1784931899115756,0.1937249587511256,0.01523176883955002,0.01523176883955002,AWAY_FROM_REFERENCE,0.02197802197802198,MINOR,1,231,,,16cde6a265477dbe85f323c9ffa325d993d5b0246e84279ad75ee772c910b025,0.19557016520879222,0.09444532342535639,0.65625,4,True,15
SB1657,Dysautonomia,sympathetic-parasympathetic autonomic-control network,"altered configuration or regulated output of the named structure, expressed as the state described by dysautonomia",remaining_5256,6cb7592d0f0f7d73b643ad03f4b45352cda19a0736a9b34493954077263d14f7,78,37,1,1,37,2,0.15918385607545782,0.17433190046698566,0.015148044391527837,0.015148044391527837,AWAY_FROM_REFERENCE,0.01282051282051282,MINOR,1,223,,,b9969d01d739b79cd4eb87a00f32a495dc73e9180950b992c3bc0a89ad95a811,0.19524070669828272,0.09747342280278382,0.640625,0,True,16
SB5291,Torsade de pointes,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by torsade de pointes",remaining_5256,3192e1070511a49041ad8a3754f358163e3cf6060270b583fa74a80a4de403eb,21,6,1,0,5,1,0.1567695278865724,0.17131670900861695,0.014547181122044561,0.014547181122044561,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,d8f589592e665b8a850b539fee590e41c4823e4cdb13cac238be22ce4fd8d203,0.19499838538354428,0.10403766510188328,0.609375,1,True,17
SB4181,Platelet aggregation inhibition,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by platelet aggregation inhibition",remaining_5256,fc22bda7491db1b571c58138a6c803801d36f7a415d0a2b39eec5b16c25b2442,15,6,1,0,5,1,0.14225992264270793,0.1578382085669604,0.015578285924252477,0.015578285924252477,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,0ff1895a20f97d42184afb5cf61a65455c144657e272bb0a953a29b6a286c96c,0.19475767579442238,0.09688436072490536,0.640625,1,True,18
SB2246,Genital herpes,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by genital herpes",remaining_5256,d8808445eff6c18681c62fd0aa30ff148705d575fde5776b811629f597708ab4,15,9,1,0,8,1,0.19256631266702928,0.20220107369156182,0.009634761024532534,0.009634761024532534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,67a27e77ff6bae61411644ec46af123e32109d55cdeb474519bed73bda667055,0.1946340294226358,0.09673357246662906,0.640625,1,True,19
SB4488,QRS complex,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by qrs complex",remaining_5256,59c7d51fb813157dbd76263f48312d79c7d830fc2077e99a306ee838835fdf1c,21,6,1,0,5,1,0.15148360021134188,0.1652518876986948,0.013768287487352926,0.013768287487352926,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,dd041d3275b06f24a03d758376c1b1c4422c98c24dba6a3989eee165b0266dfd,0.19459335600586458,0.10354372683642021,0.609375,1,True,20
SB0420,Application site rash,local cutaneous inflammatory and microvascular structure,abnormal surface-barrier morphology with local inflammatory/vascular fluid redistribution,established_478,f52d472079bf24b14f84230dd2868c9cbe4239dc3e7f72e45fdc00f573b46a81,171,78,4,6,80,10,0.1806820329054053,0.19497412321820673,0.014292090312801431,0.014292090312801431,AWAY_FROM_REFERENCE,0.03508771929824561,MINOR,1,231,,,d0060efff45e64d1a522406c3dde49e7e6aebb60ae7d66b1f32474e9d23894b4,0.19433201517517845,0.09808020143314444,0.6328125,-2,True,21
SB1659,Dyschromatopsia,retinal-cone and visual color-processing structure,distorted discrimination or mapping of visual wavelength/color signals,remaining_5256,ae1399514bac01f4816547dc1ab024cdf3c63953c07a26ffbb769fbe8546c240,78,44,1,7,50,8,0.208715149997712,0.22323208395177208,0.014516933954060063,0.014516933954060063,AWAY_FROM_REFERENCE,0.08974358974358974,MINOR,1,223,,,15b47f54f72f29dbdf9b1fa1743a90a3a2960f6d004d9d6aa4a411585e1852b8,0.19312877485513527,0.10861740835992106,0.578125,-6,True,22
SB0340,Anterior spinal artery syndrome,anterior spinal-cord arterial perfusion and motor-tract structure,departure from the reference structural configuration or regulated functional range,established_478,7785c035f2d3ee0af3a5e13a5cc0b11a925073e7e03ac3c28d8915f372a97f5e,1596,537,24,67,580,91,0.1428939482237983,0.16425574739394055,0.02136179917014225,0.02136179917014225,AWAY_FROM_REFERENCE,0.041979949874686714,MINOR,1,186,,,a1109e60c6e8703f700e9cb265bcf80500436df584b234b529afdac58a7da502,0.1927361367054682,0.09441906915301002,0.640625,-43,True,23
SB5211,Thrombocytopenic purpura,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by thrombocytopenic purpura",remaining_5256,9bed5dc6940d1e7d86f7ccf72deb6adc68bad3e827f4804372bbd776e3e78085,15,2,0,1,3,1,0.13459597358286346,0.1497520198952187,0.015156046312355231,0.015156046312355231,AWAY_FROM_REFERENCE,0.06666666666666667,MINOR,1,230,,,143c50162f2edbb3c6c176b499f0a6bad6a7933ff26e397f590c0a9b7fd9a446,0.19272668976961743,0.09269260947514324,0.6484375,-1,True,24
SB4754,Scrotal erythema,"male gonadal, ductal, accessory-gland, and reproductive-output structure",increased superficial vascular perfusion producing localized tissue redness,remaining_5256,ad8f08700fc151c14ef4322fd6828dcfc49387833008b1dc319438386efa7f99,190,92,8,4,88,12,0.14694050700296946,0.16173391494227152,0.014793407939302061,0.014793407939302061,AWAY_FROM_REFERENCE,0.021052631578947368,MINOR,1,223,,,f35679f8bb91b50ee575df1897c52932b4e22e1bf002aedcbf06f6839b931674,0.19261324932503052,0.09426920649393966,0.640625,4,True,25
SB4037,Penile oedema,"male gonadal, ductal, accessory-gland, and reproductive-output structure","excess fluid accumulation within interstitial, tissue, or cavity compartments",remaining_5256,5da43c6a48d3e759c1f6202acf843bfa86121e523367c584b057a50e8e87da25,190,99,3,2,98,5,0.15720542700217666,0.1709287491841518,0.01372332218197514,0.01372332218197514,AWAY_FROM_REFERENCE,0.010526315789473684,MINOR,1,223,,,7d9ebe5b53219fea596071fce2b2bb6a4bdab8bc49ab3cdfe85b4faf89157817,0.1924229870190146,0.09403717929148125,0.640625,1,True,26
SB4039,Penile swelling,"male gonadal, ductal, accessory-gland, and reproductive-output structure","excess fluid accumulation within interstitial, tissue, or cavity compartments",remaining_5256,5da43c6a48d3e759c1f6202acf843bfa86121e523367c584b057a50e8e87da25,190,99,3,2,98,5,0.15720542700217666,0.1709287491841518,0.01372332218197514,0.01372332218197514,AWAY_FROM_REFERENCE,0.010526315789473684,MINOR,1,223,,,96824b4a0baf97f83199b522f0105f098faa1634582b530042d44c0cabac3fcc,0.1924229870190146,0.09403717929148125,0.640625,1,True,27
SB4755,Scrotal oedema,"male gonadal, ductal, accessory-gland, and reproductive-output structure","excess fluid accumulation within interstitial, tissue, or cavity compartments",remaining_5256,5da43c6a48d3e759c1f6202acf843bfa86121e523367c584b057a50e8e87da25,190,99,3,2,98,5,0.15720542700217666,0.1709287491841518,0.01372332218197514,0.01372332218197514,AWAY_FROM_REFERENCE,0.010526315789473684,MINOR,1,223,,,f4b83001a37bd5cb49b9b6b1db9a8756f5baef54e774d8969c33262cbddbe3d9,0.1924229870190146,0.09403717929148125,0.640625,1,True,28
SB4757,Scrotal swelling,"male gonadal, ductal, accessory-gland, and reproductive-output structure","excess fluid accumulation within interstitial, tissue, or cavity compartments",remaining_5256,5da43c6a48d3e759c1f6202acf843bfa86121e523367c584b057a50e8e87da25,190,99,3,2,98,5,0.15720542700217666,0.1709287491841518,0.01372332218197514,0.01372332218197514,AWAY_FROM_REFERENCE,0.010526315789473684,MINOR,1,223,,,39775e9ac327168ae28d3e290b32a9d2df3013440cdb63cc07e640afc029863d,0.1924229870190146,0.09403717929148125,0.640625,1,True,29
SB5190,Testicular swelling,"male gonadal, ductal, accessory-gland, and reproductive-output structure","excess fluid accumulation within interstitial, tissue, or cavity compartments",remaining_5256,5da43c6a48d3e759c1f6202acf843bfa86121e523367c584b057a50e8e87da25,190,99,3,2,98,5,0.15720542700217666,0.1709287491841518,0.01372332218197514,0.01372332218197514,AWAY_FROM_REFERENCE,0.010526315789473684,MINOR,1,223,,,52439d23862fc0c4defae40866b2de0987a02dc6a6acbef2323ce5843c07fca0,0.1924229870190146,0.09403717929148125,0.640625,1,True,30
SB0384,Aplastic anaemia,bone-marrow erythroid progenitor production structure,reduced erythrocyte/hemoglobin oxygen-transport capacity relative to systemic demand,established_478,88540417eff6bd3ef0d07554274a7aa73e37db89299eeac15fdeeb2c5187a39f,465,233,7,18,244,25,0.19810458101965156,0.21424843608241484,0.01614385506276328,0.01614385506276328,AWAY_FROM_REFERENCE,0.03870967741935484,MINOR,1,24,,,4c6b25d049aa4c8a07c04cd67b64a1b75f1ffb4f2358d937e12cdf3d35955d5c,0.1924086397726923,0.09916449972279551,0.6171875,-11,True,31
SB0826,Breast disorder,"mammary gland ductal-lobular, secretory, and surface structure",departure from the reference structural configuration or regulated functional range,remaining_5256,706a63d12fa3aad9fbb21bf4f35f747521860c28065cef1c9e5a62095c66a605,231,92,4,8,96,12,0.16187178294202165,0.1763169984160189,0.014445215473997242,0.014445215473997242,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,223,,,ee19b00982437ba66f93d3bdb6b23409047a47d731260c2ef5e34ee3e26ed4d6,0.19208204655116584,0.0936213982331291,0.640625,-4,True,32
SB0827,Breast disorder female,"mammary gland ductal-lobular, secretory, and surface structure",departure from the reference structural configuration or regulated functional range,remaining_5256,706a63d12fa3aad9fbb21bf4f35f747521860c28065cef1c9e5a62095c66a605,231,92,4,8,96,12,0.16187178294202165,0.1763169984160189,0.014445215473997242,0.014445215473997242,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,223,,,b65cbd78ea293964c671129f79a40bf594c880cc2cb2d6e970f569bb2882f381,0.19208204655116584,0.0936213982331291,0.640625,-4,True,33
SB4472,Purpura non-thrombocytopenic,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by purpura non-thrombocytopenic",remaining_5256,5b91c215ef5ae029d642287584593f4f056758cd724695dfa41c52c90da3523f,15,5,1,0,4,1,0.13895515156607563,0.15386503954023567,0.014909887974160041,0.014909887974160041,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,aef5f593f4e97213d61f108656e964b300cd6d6c7668e9e6116b36927cb2fb77,0.1914340718228972,0.09283118514987465,0.640625,1,True,34
SB1300,Contraceptive device complication,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by contraceptive device complication",remaining_5256,8921e2f7a3ba0391da91e39e61dfaa1d6592c1de1d2c5d406d01cb214affb652,1431,642,30,44,656,74,0.15334628544319806,0.16704437661215854,0.01369809116896048,0.01369809116896048,AWAY_FROM_REFERENCE,0.030747728860936407,MINOR,1,223,,,80e02925c5dfb172ca8143a084f0779ef3ad039d91d9ba81ad9420da32bfde08,0.19123473920518194,0.09773291366485604,0.6171875,-14,True,35
SB3278,Medical device complication,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by medical device complication",remaining_5256,89e350564c3eafba5ff08c39c8c8e2a7afbcdeff36c1aa89cc7bc86aa6808196,1431,616,32,45,629,77,0.14325476392176872,0.15612859112867195,0.012873827206903221,0.012873827206903221,AWAY_FROM_REFERENCE,0.031446540880503145,MINOR,1,223,,,a5e3ab974cef909f09eb69e2cd71c2df5d451187194fd62c122405f4dee40039,0.19122133229971464,0.09600162475574958,0.625,-13,True,36
SB5492,VT,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by vt",remaining_5256,4609356e007b2af179aa404ef4dc5c0aa4db59abdf74e028a4331ad7c5544243,21,6,1,0,5,1,0.15100204729724598,0.16433987495409907,0.013337827656853096,0.013337827656853096,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,d0de42b544f38890d95f03c1d66a9dec4496958cd03ea7e383bb94ead594469b,0.19121493681110774,0.09599382537939971,0.625,1,True,37
SB0479,Aspergillus infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,3b2852a0b3375ec0e42f6e6fb0b7fee76bb80e962deea980b6abde5a0142b907,0.1909254493928068,0.10078560901561806,0.6015625,1,True,38
SB0524,Atypical mycobacterial infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,5e013d900b095e3566366e6bcd96de9dcdaa16b3667fecb9eebc810ad0c8d92c,0.1909254493928068,0.10078560901561806,0.6015625,1,True,39
SB0550,BK virus infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,00f07729ed13765afa4c770db25b302c1b65c528c3d0c5b22b1a61348f5e4bfe,0.1909254493928068,0.10078560901561806,0.6015625,1,True,40
SB0560,Bacterial disease carrier,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,f8caa19014b665707ab5bd35f4d9fa51f1ebae730148c54bd5521999f7520ff0,0.1909254493928068,0.10078560901561806,0.6015625,1,True,41
SB0561,Bacterial infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,b45df74a625d82b82946ad5835e0813340ba221cb74146d94d682e02f5f79d84,0.1909254493928068,0.10078560901561806,0.6015625,1,True,42
SB0563,Bacterial test positive,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,b6d0f5ddae58a9cbfa1c20e11764d9496151b491110072d5e25a67694b7ca515,0.1909254493928068,0.10078560901561806,0.6015625,1,True,43
SB0571,Balanitis candida,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,48987052e4e8b694b02056bda3da45ce79de7453503440bac7041c7db093afd6,0.1909254493928068,0.10078560901561806,0.6015625,1,True,44
SB0924,Candida albicans infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,e15c9c95393d5af29954ef0ff313496d5674784b71e0d70305284ad0856ee8cf,0.1909254493928068,0.10078560901561806,0.6015625,1,True,45
SB0925,Candida cervicitis,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,104d3d5f6fc8c29a8d80f4da868df6ea857635729ece52d33e5029e0b3f2e502,0.1909254493928068,0.10078560901561806,0.6015625,1,True,46
SB0926,Candida infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,ea43cb7b1e7c58d126f58c877a1bad624619cb9f1bfe3dbe2cb6b470c8169649,0.1909254493928068,0.10078560901561806,0.6015625,1,True,47
SB1001,Catheter infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,8d306e90b9be8f0b3c17b6057cf4eb41f8f964208a204e38bb099051d1be1ea7,0.1909254493928068,0.10078560901561806,0.6015625,1,True,48
SB1003,Catheter related infection,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,9c4de339a96b00a6815179a11f7d09670a13bf0826d7ac25e25e60e4793d6789,0.1909254493928068,0.10078560901561806,0.6015625,1,True,49
SB1004,Catheter sepsis,innate-adaptive host-defense structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,remaining_5256,6b6e894f5fde50797861d4e39d076dc120127c8a4afe60cc5d23a006035b8c73,15,8,1,0,7,1,0.185117729264077,0.1961161615256084,0.01099843226153141,0.01099843226153141,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,af85af0009e7d41500f20db3fdce25da4d772003e1e096fb76bb4264b9b6bcc8,0.1909254493928068,0.10078560901561806,0.6015625,1,True,50
