baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits
SB5076,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,Sudden deafness,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,8,16,73,24,0.1661039219648559,0.19107890619473178,0.024974984229875874,0.024974984229875874,AWAY_FROM_REFERENCE,0.057971014492753624,MINOR,1,230,dd961d121eb8da5731d457a0eac65f93e16d092843c175d137993fe14aaeaf78,0.338046496028119,0.2647670683269744,0.671875,True,-8,22
SB1657,sympathetic-parasympathetic autonomic-control network,"altered configuration or regulated output of the named structure, expressed as the state described by dysautonomia",Dysautonomia,remaining_5256,6cb7592d0f0f7d73b643ad03f4b45352cda19a0736a9b34493954077263d14f7,78,37,12,1,26,13,0.15918385607545782,0.1837039840932424,0.02452012801778458,0.02452012801778458,AWAY_FROM_REFERENCE,0.01282051282051282,MINOR,1,223,b930480c48f0acb05b035a45731da4c5041f826ade07455b8f9918a7ec35b1f5,0.33800924908200597,0.2647216452219585,0.671875,True,11,23
SB4630,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by respiratory sighs",Respiratory sighs,remaining_5256,8e6d51432d19e871bf1c91753cd20b67ef1b509026ce7f5579173171c9df50a2,36,17,2,1,16,3,0.1896071251697311,0.2048081507651196,0.015201025595388495,0.015201025595388495,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,cb6075c341a5edc844c23cd3a5678af05188404b7c4fbc403fcda2495a094809,0.33748054502917035,0.2692217012550858,0.6484375,True,1,24
SB2520,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes simplex",Herpes simplex,remaining_5256,eba194e9365ac813479658187dac4c46ad44350f133d33885a8244e67d8c6cbf,15,9,2,0,7,2,0.1870246240831105,0.20644295806638224,0.01941833398327175,0.01941833398327175,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,bdf3057e2326038a99d7a497e0a5817de7e403464bfcd5672cfd0e4b944f7b56,0.3373617953580093,0.267361945558548,0.65625,True,2,25
SB2519,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes labialis",Herpes labialis,remaining_5256,33d7a3aa30eeea4bfb1e41f638215c7768dceb67e776765a10a6bbacc8409692,15,9,2,0,7,2,0.18556848009455285,0.20735015386356614,0.0217816737690133,0.0217816737690133,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,18171009d7ca2ccd691ebceae7f6d506aa1bed05001641854aadfe4845c64018,0.3371427281583949,0.26709479043706696,0.65625,True,2,26
SB4336,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by proarrhythmia",Proarrhythmia,remaining_5256,be538d0f51b281d0c06664fc841edb4a4e500fc03c2d595a0d3c856cd1260e19,21,6,1,0,5,1,0.1427075473666094,0.16568929063967042,0.022981743273061017,0.022981743273061017,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,118c383dfbfa8f40ef26f7a681e43ca0dcfa2269d9c5977fd00b8e630ee12ce0,0.33676051434650595,0.26834361505671456,0.6484375,True,1,27
SB5705,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,Word finding difficulty,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,6,15,115,21,0.18877534489724834,0.23542487505268905,0.04664953015544071,0.04664953015544071,AWAY_FROM_REFERENCE,0.06493506493506493,MINOR,1,230,ceecd4b92ebd5185c505b5031416bdca2eb6dcc4aa3eb238b26049e543d9f30b,0.33600375385926695,0.26570579738934996,0.65625,True,-9,28
SB1726,"cutaneous epidermal-dermal barrier, appendage, vascular, and immune structure","altered configuration or regulated output of the named structure, expressed as the state described by eczema eyelids",Eczema eyelids,remaining_5256,ea8fc5c96efa0d5c5869f9b34e4a338c61a351cfef298f3f042ceb08dfa0badb,300,122,12,15,125,27,0.165179192705323,0.18736343394070298,0.022184241235379987,0.022184241235379987,AWAY_FROM_REFERENCE,0.05,MINOR,1,231,27b6ed9bdcbd53de304e767aabd01f7b05d96685ee4a8179532ca9a18bd195a7,0.33598916773762716,0.25882825333856974,0.6875,True,-3,29
SB3278,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by medical device complication",Medical device complication,remaining_5256,89e350564c3eafba5ff08c39c8c8e2a7afbcdeff36c1aa89cc7bc86aa6808196,1431,616,54,81,643,135,0.14325476392176872,0.175569175389378,0.03231441146760927,0.03231441146760927,AWAY_FROM_REFERENCE,0.05660377358490566,MINOR,1,223,2dc7fc5941d93a9b8e513d0ed7e3bea318795667d1e3bca1aaf1ec79b777fa59,0.33573134124425313,0.268803464932016,0.640625,True,-27,30
SB2919,"intestinal mucosal barrier, smooth-muscle motility, and luminal transport structure","altered configuration or regulated output of the named structure, expressed as the state described by intestinal diaphragm disease",Intestinal diaphragm disease,remaining_5256,008a6645f67c72f802193e8ed06b7a57493cf0beb5dafeecabe454121585cf5c,276,88,7,26,107,33,0.12212400218899444,0.15335928198286375,0.03123527979386931,0.03123527979386931,AWAY_FROM_REFERENCE,0.09420289855072464,MINOR,1,231,adb494ac1388436f8438e12610989c6be7d686bf96dc3de33f7f59e34be0af57,0.335247669736837,0.2699285606546793,0.6328125,True,-19,31
SB5211,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by thrombocytopenic purpura",Thrombocytopenic purpura,remaining_5256,9bed5dc6940d1e7d86f7ccf72deb6adc68bad3e827f4804372bbd776e3e78085,15,2,0,2,4,2,0.13459597358286346,0.15743561309020193,0.02283963950733847,0.02283963950733847,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,230,4584e4d706cead135638c82e58f0d897a6ec7dd031c69dd547c259df1427e6a3,0.33508810868042715,0.2594443398541795,0.6796875,True,-2,32
SB2759,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by implantation complication",Implantation complication,remaining_5256,6f812313c806bcb3fa10a1fcf430e3498ca11da48cb15c05d429814a014dec0d,1431,612,59,81,634,140,0.14736324934889566,0.17744456449401358,0.030081315145117915,0.030081315145117915,AWAY_FROM_REFERENCE,0.05660377358490566,MINOR,1,223,9f07b245d747a03078a9a61e0d1941a485e7f05bacb1f16ba0c8e45a74caaf6f,0.3346349759935884,0.26403655608974197,0.65625,True,-22,33
SB3924,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by palpitations",Palpitations,remaining_5256,6419b2129dd17c24383265a9ac7d6bbcbd37ee94508749ae08ede9238ad7bc69,21,6,1,0,5,1,0.14685799366248542,0.17030017687027088,0.02344218320778546,0.02344218320778546,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,b0b68408a24f95dba8bc842a1f678e8e8768e02319b29fdbaa98e081e057cd37,0.33457470703737474,0.26567799638704237,0.6484375,True,1,34
SB2246,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by genital herpes",Genital herpes,remaining_5256,d8808445eff6c18681c62fd0aa30ff148705d575fde5776b811629f597708ab4,15,9,1,0,8,1,0.19256631266702928,0.21041488844676604,0.017848575779736753,0.017848575779736753,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,96a529aedb600522bfb8eca8f5c9aa8728430cb2546f2f1d1aec001d38cdfd57,0.33451128500618477,0.26731559147095707,0.640625,True,1,35
SB1747,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,Electrocardiogram QRS complex prolonged,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,4,1,1,5,0.14776129614468225,0.16812323915484684,0.020361943010164585,0.020361943010164585,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,7dc8ace6fcd7b919191a4f12935d98ea6953937b1162e6cefd133713cadde6d8,0.33416194001228333,0.2686045000149797,0.6328125,True,3,36
SB1749,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,Electrocardiogram QT corrected interval prolonged,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,4,1,1,5,0.14776129614468225,0.16812323915484684,0.020361943010164585,0.020361943010164585,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,34f67632394f734d8a6f8aa80a44308077434a0666495c479319e0aa38e07445,0.33416194001228333,0.2686045000149797,0.6328125,True,3,37
SB1752,cardiac conduction and myocardial rhythm structure,event duration or measured interval extended beyond the reference timing range,Electrocardiogram QT prolonged,remaining_5256,fe64392959eee8b6752fe6593ca5bec6004aadf5946ee36d53e5418742c8346d,21,4,4,1,1,5,0.14776129614468225,0.16812323915484684,0.020361943010164585,0.020361943010164585,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,61891cd534fc3910b3a90f160d94068eae9087dba88a1fb4d246160f2512f6a5,0.33416194001228333,0.2686045000149797,0.6328125,True,3,38
SB1745,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by electrocardiogram qrs complex",Electrocardiogram QRS complex,remaining_5256,c0c1f09aa3311e2017c589a9b03ca52513f24b3b73c0736419563d4d6daaecbd,21,6,1,1,6,2,0.1384773224115069,0.15916548000741426,0.020688157595907364,0.020688157595907364,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,5ae7af4f45dfb90df6210a9cbc15ddfdfd7f11f8bffc40a3827f42a6362c7654,0.3336745274465953,0.26629515542267723,0.640625,True,0,39
SB1300,"implanted-device, catheter, or prosthesis tissue-interface structure","altered configuration or regulated output of the named structure, expressed as the state described by contraceptive device complication",Contraceptive device complication,remaining_5256,8921e2f7a3ba0391da91e39e61dfaa1d6592c1de1d2c5d406d01cb214affb652,1431,642,57,79,664,136,0.15334628544319806,0.1867667213855564,0.03342043594235833,0.03342043594235833,AWAY_FROM_REFERENCE,0.05520614954577219,MINOR,1,223,b30b235b8cfd64821470030941c3a5ab51c2d3755ac46f50d0b62d6cbb8b0896,0.333568890386163,0.2678812687636134,0.6328125,True,-22,40
SB1653,cochlear-mechanical and auditory-neural transduction structure,"altered configuration or regulated output of the named structure, expressed as the state described by dysacusis",Dysacusis,remaining_5256,83dd7c8dc9096899e123a0b56efac5dc22bf84ba5ce042033ee3bda4b970f675,276,76,9,12,79,21,0.14584765483583428,0.16533054132095548,0.019482886485121198,0.019482886485121198,AWAY_FROM_REFERENCE,0.043478260869565216,MINOR,1,230,6f3749ae26f862cdbc9666ad96a49baeda9fe1d5593a9c94dd714fa4df01c2c7,0.33354009252724326,0.2627013323502967,0.65625,True,-3,41
SB4410,"cutaneous epidermal-dermal barrier, appendage, vascular, and immune structure","altered configuration or regulated output of the named structure, expressed as the state described by psoriatic plaque",Psoriatic plaque,remaining_5256,7678a85ff6b672922836e78fd32ba392683ef3c0d2cffe91dd2bfe0a63e04096,300,112,9,18,121,27,0.1686655265186494,0.18606909710013364,0.01740357058148423,0.01740357058148423,AWAY_FROM_REFERENCE,0.06,MINOR,1,231,ca0963558667d46acde1d1111334aa335af0af5e430a1823d07c08fcc5241b41,0.3332600258738931,0.2606448486266989,0.6640625,True,-9,42
SB3950,cochlear-mechanical and auditory-neural transduction structure,"altered configuration or regulated output of the named structure, expressed as the state described by papanicolaou smear suspicious",Papanicolaou smear suspicious,remaining_5256,92ac72fa466cf1fae294dcc47b58fc6838b8e88314e9994acadca336b886027c,276,75,7,15,83,22,0.14338696113085614,0.16463899719358,0.021252036062723856,0.021252036062723856,AWAY_FROM_REFERENCE,0.05434782608695652,MINOR,1,230,e09c6286d3982d0b3da4f52ec88e3fc51023f5b94ffc47e16da8aabe73bc6d8e,0.3331403142339054,0.26392873687061635,0.6484375,True,-8,43
SB4181,"platelet production, activation, adhesion, and aggregation structure","altered configuration or regulated output of the named structure, expressed as the state described by platelet aggregation inhibition",Platelet aggregation inhibition,remaining_5256,fc22bda7491db1b571c58138a6c803801d36f7a415d0a2b39eec5b16c25b2442,15,6,3,1,4,4,0.14225992264270793,0.1643640153548096,0.022104092712101675,0.022104092712101675,AWAY_FROM_REFERENCE,0.06666666666666667,MINOR,1,230,1c2c40a713ca496daa779ac5747d3640dae66d92a2a526c91cfa5e0e16f8e2c0,0.33302007562303115,0.2620671653939405,0.65625,True,2,44
SB1095,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by cheyne-stokes respiration",Cheyne-Stokes respiration,remaining_5256,60ca03511a056c5b3583aae5459bbf94fa837ce85fc88a044f52d07ec4b32c8f,36,17,1,1,17,2,0.1761175091395848,0.19088572440286145,0.014768215263276652,0.014768215263276652,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,1e55024ee6a033b4b6c0254b7582578c81a17b6203b56f8869213e24f0d147fb,0.3326504021292656,0.2599014050356898,0.6640625,True,0,45
SB4627,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by respiratory moniliasis",Respiratory moniliasis,remaining_5256,9c61aae7dccf579216fbc56cb3a479e46b0f8eaf542ddadb2480f8dae4db2516,36,17,2,1,16,3,0.19120533805467932,0.20682707392478805,0.015621735870108733,0.015621735870108733,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,732976e109d6ad55a53910fc30b52217d1dfa03015d40ffe14864b16de8d3710,0.33231855368885505,0.2629265898644574,0.6484375,True,1,46
SB1748,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by electrocardiogram qt corrected interval",Electrocardiogram QT corrected interval,remaining_5256,166f50d888bb6e4203959b9fd2594f5a061ce693eb24c5ea40b9bd4608ab231d,21,6,1,0,5,1,0.1368714827996631,0.15875648948662036,0.021885006686957253,0.021885006686957253,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,d8df4526eb6a0b70c98148fd65bbfffc2e3fcaf6edf4845d864582bca7f44fe1,0.33218381683729564,0.26619215467962887,0.6328125,True,1,47
SB1060,cochlear-mechanical and auditory-neural transduction structure,detectable presence of the measured target where the reference state is absent or lower,Cervical smear test positive,remaining_5256,e6c45b5a0416e1f3ba6cafdc593c8bc482d64336b345def4732788a15915b16d,276,84,12,9,81,21,0.14938380324949752,0.16796928222012442,0.0185854789706269,0.0185854789706269,AWAY_FROM_REFERENCE,0.03260869565217391,MINOR,1,230,509fd0ce2a13243471016b1269d017e812cec72a4378283158f932bae9cab16c,0.3320001222600501,0.25910838080493914,0.6640625,True,3,48
SB4770,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by secondary syphilis",Secondary syphilis,remaining_5256,70b9577a8bf7a3c0bb94dacd6305e51a07bf5ad1cf4232db2e3899d0b73094d2,15,9,2,0,7,2,0.17972714382242638,0.20095225364942293,0.021225109826996547,0.021225109826996547,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,054323c0186949287d231803f06b74f9af72031a2f37d1ff83561af334b0494b,0.331950129855796,0.2624772925070683,0.6484375,True,2,49
SB5522,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by varicella",Varicella,remaining_5256,07c25f5789b8c2f23a290819bf634001481b1cd29b5755addab2a150167fab31,15,9,2,0,7,2,0.17513074448893406,0.19494242463525502,0.019811680146320954,0.019811680146320954,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,9fa6f402407578f230c49fcd01046524aa7256cc62696cd8b41271e74c6cd1e3,0.3319412212851689,0.2641813674209377,0.640625,True,2,50
