baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0017,Abdominal distension gaseous,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,24,6,96,30,0.13435134946289962,0.14519401549857713,0.010842666035677517,0.010842666035677517,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,cad54463e6a10b4a7e5b2ff2f2185b24372911cd1df0014c7092808f5a560f3b,0.3039975349732984,0.23353357923572982,0.625,18,True,196
SB0018,Abdominal distress,abdominal visceral sensory-transmission structure,abnormal sensory-autonomic signaling indicating departure from the reference local functional state,established_478,7c265f5eb5b283a4af48b24a97241e7717d4bbf9425cc82c4cc1805cf423bf71,6,2,0,0,2,0,0.20572715736995895,0.2103990590592042,0.00467190168924525,0.00467190168924525,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,df7216739b7646dc75d5d8e260dfba48e184947b534f8940dee28fbc7ad96f70,0.2844466575869438,0.22169561900846813,0.5703125,0,False,
SB0019,Abdominal hernia,abdominal-wall fascial mechanical integrity structure,displacement of tissue across its normal supporting boundary,established_478,b31812b2ceb87c4645843b53ec870a53c1650c6a8afce0a7c30cd61f4eb74fb2,0,0,0,0,0,0,0.18916401377747605,0.185589403897357,-0.0035746098801190396,0.0035746098801190396,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,138b3bedd163cee7383714c76f2e5a19442ecf1a7c5149cbca2f683cddac6e13,0.27962193952054726,0.2089520603909113,0.6015625,0,False,
SB0020,Abdominal infection,abdominal visceral innate-immune structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,established_478,8dffcee6832de4ee865b24d6e42cb2fb8c1528623a8172a3f108bcb3f7b89146,1,0,0,0,0,0,0.21053962883300648,0.20465801967390507,-0.005881609159101409,0.005881609159101409,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,0d685b37e055479e8dc5a105bb2250a6600e52d1eaff28fd6e2126c2824d0f7e,0.2562341621676457,0.19586483191176307,0.53125,0,False,
SB0021,Abdominal injury,abdominal tissue mechanical-integrity structure,externally imposed mechanical/thermal/chemical tissue-integrity disruption,established_478,da920c787cf453f7fc7dcd6ace6d7cdec86430fb26d58018292068a4236add74,10,4,1,0,3,1,0.1507024967643339,0.14819852330584737,-0.002503973458486519,0.002503973458486519,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,63763395dc88bf14d475133dd8f3b12a18aeb0e06f61531232eeeebd408bbe49,0.2595553889809805,0.19305535241582994,0.5625,1,True,1427
SB0022,Abdominal neoplasm,abdominal tissue proliferative-control structure,loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,established_478,84cb5dc07653967285ae806efb3f71db52e44fc2134e9041a983455ebfa856d5,0,0,0,0,0,0,0.1548209509569317,0.15466815656585653,-0.0001527943910751839,0.0001527943910751839,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,231,,,965feb167ace3d0cea99f600dc5b4a1bb53290730631fd56a88c0bbc253ca84c,0.2682776303451688,0.2036922321282547,0.5625,0,False,
SB0023,Abdominal pain,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,750d868904132bce5fb7830fdc3a1203c1e9614e3034392060263441dd9e1122,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0024,Abdominal pain aggravated,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,4887b786994a8e0d6c0ed9a0c26c5db1f1539463faf43f9ee3a52089842caa33,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0025,Abdominal pain generalised,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,b8616e2e531d165e8a4e4a29c443d212b66ffb8bbb8eeba8d2fe6de8cb1ef39f,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0026,Abdominal pain localised,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,a136dd4f1c6a6a66e1cee0b09ad4a98ce7353c7fba693a38a1098fe142df38fd,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0027,Abdominal pain lower,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,930d3b88749b2be141c182d23ae69096815e3a9b67d2aae412fa1dc6305e820a,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0028,Abdominal pain upper,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,651a569e680323ee68cb925fbedd718885ac73c2b86d67f04ec3205916e39d07,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0029,Abdominal rigidity,abdominal-wall skeletal-muscle tone structure,"abnormally increased mechanical resistance, muscle tone, or tissue stiffness",established_478,cd522299dad9180342b06eb68512e61f3100b019c9a129c959ed9a7427bb0500,6,4,1,0,3,1,0.19352125914072726,0.20323124508937684,0.00970998594864958,0.00970998594864958,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,286e82c7881ee2a54e6e5f3b7f522cf63a08191def45150bbd670f3223dbdb4d,0.30765484363614737,0.2397086507757895,0.6171875,1,True,133
SB0030,Abdominal sepsis,abdominal visceral innate-immune structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,established_478,8dffcee6832de4ee865b24d6e42cb2fb8c1528623a8172a3f108bcb3f7b89146,1,0,0,0,0,0,0.21053962883300648,0.20465801967390507,-0.005881609159101409,0.005881609159101409,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,292428112c7c6c28e88c7d97669bf7c6480ee6b207ea365e93a45a42937d8380,0.2562341621676457,0.19586483191176307,0.53125,0,False,
SB0031,Abdominal spasm,intestinal smooth-muscle motility and luminal-volume structure,excess or sustained contractile activation causing abnormal narrowing or mechanical state,established_478,0bf6d03c325a2e12f8a635f9e1a1f960f8b0b2b4c3d9b8fde370e2b31e632371,351,116,29,8,95,37,0.14524369894820766,0.1525836137104073,0.00733991476219964,0.00733991476219964,AWAY_FROM_REFERENCE,0.022792022792022793,MINOR,1,223,,,04100c94e87fc72a10c1fd2250339c62ffd2b4e838879e48450587182d0e10e0,0.31103554986296267,0.23697170714995452,0.6484375,21,True,73
SB0032,Abdominal strangulated hernia,abdominal-wall fascial mechanical integrity structure,displacement of tissue across its normal supporting boundary,established_478,b31812b2ceb87c4645843b53ec870a53c1650c6a8afce0a7c30cd61f4eb74fb2,0,0,0,0,0,0,0.18916401377747605,0.185589403897357,-0.0035746098801190396,0.0035746098801190396,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,c2f0d8328c08e4f71f682821cc3129e3ef282028d032193ad5bbefb078b013ce,0.27962193952054726,0.2089520603909113,0.6015625,0,False,
SB0033,Abdominal symptom,abdominal visceral sensory-transmission structure,observable sensory or functional output indicating departure from the reference structural state,established_478,5cffc36787f5f997886d4571f1a5d116e398077fbbd5bb2f98aa9c31239a0c88,6,2,0,0,2,0,0.20269215252328587,0.20610291436672434,0.00341076184343847,0.00341076184343847,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,120d58cdf370effd9a32be5289275d19fbba71719650254f53c29b9aa50efcd1,0.29392199270574587,0.21953139354359252,0.6328125,0,False,
SB0034,Abdominal tenderness,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.21820173988999925,0.0009114725532014534,0.0009114725532014534,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,32317bc0022f01620699880e1c5538a5e32269614fd6beb4372fe5abfa2d3aae,0.28754858824057694,0.21347388809826462,0.625,0,False,
SB0035,Abdominal wall abscess,abdominal-wall soft-tissue innate-immune structure,localized inflammatory cavity with tissue breakdown and accumulated cellular/fluid contents,established_478,326ca0adec40ba55374c43257f4529f2c30aba058e646832da8137b783c9967c,780,326,55,50,321,105,0.1424437007244196,0.1411335755224965,-0.0013101252019230847,0.0013101252019230847,TOWARD_REFERENCE,0.0641025641025641,MINOR,1,222,,,125f4346e7e5efe3032d83e27e1c2109e4ab8e8c1efddfd315fbd717d45e98a8,0.2588613606168151,0.1939239153863599,0.5546875,5,True,1429
SB0036,Abnormal behaviour,corticolimbic affect-arousal and behavioral-control network structure,departure from the reference structural configuration or regulated functional range,established_478,4f355c1ace0919ee32c4469d4f083a0b07efbb42921bdb475e268a2c38915697,0,0,0,0,0,0,0.1179090733115945,0.12019914954575617,0.0022900762341616643,0.0022900762341616643,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,cc8f925f7e1298c593e03b7f380f5f1a1728913718268442709544a4377a1d0c,0.28751971637654006,0.2168685565567562,0.609375,0,False,
SB0037,Abnormal bowel sounds,intestinal smooth-muscle and enteric-neural motility structure,departure from the reference structural configuration or regulated functional range,established_478,44e6dfede0327153d7ad6983a5cc1c2140cf6f6b4ab2c7db8638775e222ca1f4,6,6,0,0,6,0,0.16081302070617864,0.15660284776571376,-0.004210172940464885,0.004210172940464885,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,654d77ad1801fc746ee6173036d3bdead83cd4b72e2b686675809ba4dfc403d0,0.30300583464712144,0.2288943105452701,0.640625,0,False,
SB0038,Abnormal chest sounds NOS,airway airflow and lung parenchymal acoustic structure,departure from the reference structural configuration or regulated functional range,established_478,00f66913536622ffe43437047455475ef002775de2bbab01bc7ddb3aab6b23e3,0,0,0,0,0,0,0.19306779323529655,0.18590649936882386,-0.007161293866472684,0.007161293866472684,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,231,,,9fafd11f45ba8ec542bf933f52adb4a1d35fbe72e63283d238a9e49dcca5599d,0.2819588766374484,0.2238065568749371,0.546875,0,False,
SB0039,Abnormal clotting factor,blood coagulation and platelet-hemostasis structure,departure from the reference structural configuration or regulated functional range,established_478,cf2c28049e578ca289d45344ccb74e5d2bba8ddc75fe363cd0ceeb791ae17d72,0,0,0,0,0,0,0.1755839050564716,0.17060416900010755,-0.004979736056364037,0.004979736056364037,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,231,,,abb29b25b86898eb10389857a2002e7eb55cf3257eb5e2f512da32df1c85fcdc,0.2963513333661855,0.23106869922705553,0.59375,0,False,
SB0040,Abnormal dreams,sleep-state thalamocortical network structure,departure from the reference structural configuration or regulated functional range,established_478,e4055b2a326a5505cf1df4b1045f8737016c6c6619f7fd428c6e0cb24ce0cc36,0,0,0,0,0,0,0.1944466581991724,0.1864012113550657,-0.008045446844106685,0.008045446844106685,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,b30dfff25fe9a10e8ff1d25e50e195f3224567e3983004f5ed10f73b69c4492b,0.27407591136517306,0.20561848946972328,0.5859375,0,False,
SB0041,Abnormal ejaculation,male reproductive autonomic ejaculatory structure,departure from the reference structural configuration or regulated functional range,established_478,c9142dda484140c4e527dae1ad7832cf364ca930790684ff3a3d004225ad3e86,1378,575,37,50,588,87,0.17758467016919344,0.18157436868368637,0.003989698514492934,0.003989698514492934,AWAY_FROM_REFERENCE,0.036284470246734396,MINOR,1,223,,,96c455a03a2ade6442aca32730e1a01e7a852d79a9a701e674e80a73d7791858,0.29510712332929345,0.22783643088938232,0.6015625,-13,True,451
SB0042,Abnormal eye movements NOS,"ocular optical, retinal, vascular, and visual-neural structure",departure from the reference structural configuration or regulated functional range,established_478,36e6f9bb4720265f1290a777b5af36c71960457ec4ce6b883295fdf2608979b8,0,0,0,0,0,0,0.14972863282281335,0.15648622540816182,0.006757592585348471,0.006757592585348471,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,10d7e7037fa3fb599c39ff3079cec31fda01d0b641df2e006a1efd6e654c8925,0.3018221615120878,0.2274508067220583,0.640625,0,False,
SB0043,Abnormal faeces,"intestinal digestion, transit, and stool-composition structure",departure from the reference structural configuration or regulated functional range,established_478,6304bc972912834b8d380ead50f65592ee88b6c23abfe33f3a0df367a9a2b492,0,0,0,0,0,0,0.12050966021497167,0.1302189499363985,0.009709289721426817,0.009709289721426817,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,717216619004dbcefa6c1fe704f8f096371f86cce0a3bceacade28623f445db4,0.3091627131622883,0.23640269897840038,0.640625,0,False,
SB0044,Abnormal involuntary movements,basal-ganglia motor-control and oscillatory movement structure,departure from the reference structural configuration or regulated functional range,established_478,9e5c111b3ba0174c65d7422ab63b66abf46b1ce6fe07d464c2cf6175e1557a94,0,0,0,0,0,0,0.1535458775266183,0.149094914304559,-0.00445096322205929,0.00445096322205929,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,db42f36507703f0f0f9e558366f0565aa57a60db079806cbb47122f9d610b5ee,0.2712906920827322,0.20393681961308807,0.578125,0,False,
SB0045,Abnormal labour,uterine smooth-muscle contractile structure,departure from the reference structural configuration or regulated functional range,established_478,6dcfa24f02e41bd0efbaf11e14a3c0335b5eb01886eb28d6ca3897fc4a66e5bf,406,120,21,21,120,42,0.17533246880578401,0.18460128307470736,0.009268814268923342,0.009268814268923342,AWAY_FROM_REFERENCE,0.05172413793103448,MINOR,1,223,,,701a5f8a90384a1738842b35dabf397992df602b0176da7db4c28c266b0c66db,0.3125162187134455,0.2387774008700555,0.6484375,0,True,54
SB0046,Abnormal pigmentation,melanocyte melanin-production and epidermal-pigment structure,departure from the reference structural configuration or regulated functional range,established_478,b42e43cb837eacd6f3b4e7544e3d479efcbc682fd75d70d3d694913e1923b8d4,351,92,6,26,112,32,0.14086835390120256,0.15632711214849226,0.015458758247289706,0.015458758247289706,AWAY_FROM_REFERENCE,0.07407407407407407,MINOR,1,230,,,5ec354fe46a06f31e3f1b8a15f893ec6243a99f0ef462e4fcf3ba238580839bc,0.29521668868704587,0.22111029108176328,0.6328125,-20,True,447
SB0047,Abnormal platelets,blood coagulation and platelet-hemostasis structure,departure from the reference structural configuration or regulated functional range,established_478,cf2c28049e578ca289d45344ccb74e5d2bba8ddc75fe363cd0ceeb791ae17d72,0,0,0,0,0,0,0.1755839050564716,0.17060416900010755,-0.004979736056364037,0.004979736056364037,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,231,,,537f02def227ae3d884daa5192d4ee562f0438d4b9b9c286a7f754d47087a4f1,0.2963513333661855,0.23106869922705553,0.59375,0,False,
SB0048,Abnormal sensation in eye,"ocular optical, retinal, vascular, and visual-neural structure",departure from the reference structural configuration or regulated functional range,established_478,36e6f9bb4720265f1290a777b5af36c71960457ec4ce6b883295fdf2608979b8,0,0,0,0,0,0,0.14972863282281335,0.15648622540816182,0.006757592585348471,0.006757592585348471,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,2473a58d582ba907ca069cb49b630e12d0bcbf4330cdb86e12e3f16a88e16512,0.3018221615120878,0.2274508067220583,0.640625,0,False,
SB0049,Abnormal sleep-related event,sleep-state thalamocortical network structure,departure from the reference structural configuration or regulated functional range,established_478,e4055b2a326a5505cf1df4b1045f8737016c6c6619f7fd428c6e0cb24ce0cc36,0,0,0,0,0,0,0.1944466581991724,0.1864012113550657,-0.008045446844106685,0.008045446844106685,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,0c954bdf97dea920d226b529feca83076e55c79e504a416cbcd1b00f75fcb3a1,0.27407591136517306,0.20561848946972328,0.5859375,0,False,
SB0050,Abnormal vision,retinal-optic-cortical visual-signal structure,departure from the reference structural configuration or regulated functional range,established_478,ac8a6094cbe4c3149b318e5feb180f71d5f33803684be7fefc82dbd585fb07f5,120,51,10,1,42,11,0.14835375141542473,0.15126153571893297,0.002907784303508243,0.002907784303508243,AWAY_FROM_REFERENCE,0.008333333333333333,MINOR,1,223,,,11a7bbbd664be1f21a0d7cd7321ecddb1c518b14d55901f7006ab0556a0a1dd8,0.2977559089710718,0.2276367792330144,0.6171875,9,True,358
SB0051,Abnormal withdrawal bleeding,hypothalamic-pituitary-ovarian and endometrial cycle structure,vascular or tissue integrity breach with blood extravasation/accumulation,established_478,d16027ff256b05861d8fffe2a0ab01533b5bb30e634b8f9d77065d201a949138,0,0,0,0,0,0,0.14969531562913518,0.13683184076886235,-0.012863474860272839,0.012863474860272839,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,1d115c2961fa5dce7a0afe1f6fe5b691861bf345645799f2ccfe65030453890b,0.26720035653531027,0.20237848357964672,0.5625,0,False,
